#separator:tab
#html:true
#notetype:Basic
#deck column:1
#tags column:4
Optionshandel Grundlagen::Grundlagen	Was bedeutet <b>Andienung</b> (engl. <i>Assignment</i>)?	Dem <b>Verkäufer</b> wird die Pflicht zugeteilt: Er muss die Aktien liefern (Call) oder abnehmen (Put).	grundlagen begriffe andienung
Optionshandel Grundlagen::Grundlagen	Warum sind <b>Optionen</b> <u>nicht</u> dasselbe wie <b>Optionsscheine</b> (engl. <i>warrants</i>)?	<b>Optionen</b> werden direkt an einer <b>Terminbörse</b> (engl. <i>options exchange</i>) gehandelt – kein Emittenten-Ausfallrisiko.<br><br><b>Optionsscheine/Zertifikate</b> kaufst du von einer <b>Bank</b>. Geht die Bank pleite, ist dein Geld in Gefahr.	grundlagen abgrenzung
Optionshandel Grundlagen::Grundlagen	Wann ist ein <b>Call</b> „im Geld“ (<b>ITM</b>, engl. <i>in the money</i>)?	Wenn der <b>Kurs über dem Strike</b> liegt.<br><br>Beispiel: Aktie 65&nbsp;$, Strike 60&nbsp;$ → der Call ist 5&nbsp;$ im Geld.	grundlagen moneyness itm
Optionshandel Grundlagen::Grundlagen	Wann ist ein <b>Put</b> „im Geld“ (<b>ITM</b>, engl. <i>in the money</i>)?	Wenn der <b>Kurs unter dem Strike</b> liegt.<br><br>Beispiel: Aktie 45&nbsp;$, Strike 50&nbsp;$ → der Put ist 5&nbsp;$ im Geld.	grundlagen moneyness itm
Optionshandel Grundlagen::Grundlagen	Was bedeuten <b>ITM</b>, <b>ATM</b> und <b>OTM</b>?	<b>ITM</b> = Im Geld (engl. <i>In The Money</i>)<br><b>ATM</b> = Am Geld (engl. <i>At The Money</i>, Kurs ≈ Strike)<br><b>OTM</b> = Aus dem Geld (engl. <i>Out of The Money</i>)<br><br>Faustregel: <b>ITM</b> ist teuer (hat echten Wert), <b>OTM</b> ist billig (nur Hoffnung).	grundlagen moneyness
Optionshandel Grundlagen::Käufer & Verkäufer	Unterschied <b>Käufer (Long)</b> und <b>Verkäufer (Short)</b>?	<b>Käufer / Long</b> (engl. <i>buyer</i>): zahlt Prämie, hat ein <b>Recht</b> (engl. <i>right</i>), Risiko begrenzt (max. die Prämie).<br><br><b>Verkäufer / Short</b> (engl. <i>seller</i>): erhält Prämie, hat eine <b>Pflicht</b> (engl. <i>obligation</i>), muss Geld oder Aktien bereithalten.	positionen long short
Optionshandel Grundlagen::Käufer & Verkäufer	Was ist ein <b>Stillhalter</b> (engl. <i>Writer</i> / Option Seller)?	Der <b>Verkäufer</b> einer Option. Er <i>hält still</i> und wartet ab – hält Aktien (Call) oder Geld (Put) bereit, falls der Käufer sein Recht nutzt. Dafür kassiert er die <b>Prämie</b>.	positionen stillhalter
Optionshandel Grundlagen::Käufer & Verkäufer	Merksatz: Der Stillhalter ist wie eine …?	… <b>Versicherung, die Prämien kassiert.</b><br><br>Meistens tritt der „Schadensfall“ nicht ein, und die Prämie ist verdient. Darauf baut die konservative Strategie auf.	positionen stillhalter eselsbruecke
Optionshandel Grundlagen::Käufer & Verkäufer	Was erwartet ein <b>Long Call</b>?	Setzt auf <b>steigende</b> Kurse (engl. <i>bullish</i>) – Recht zu kaufen.	positionen
Optionshandel Grundlagen::Käufer & Verkäufer	Was erwartet ein <b>Long Put</b>?	Setzt auf <b>fallende</b> Kurse (engl. <i>bearish</i>) – Recht zu verkaufen.	positionen
Optionshandel Grundlagen::Käufer & Verkäufer	Was wünscht sich ein <b>Short Call</b> (Verkäufer eines Calls)?	Dass der Kurs <b>NICHT stark steigt</b> – dann verfällt der Call wertlos (engl. <i>expires worthless</i>) und die Prämie bleibt ihm.	positionen
Optionshandel Grundlagen::Käufer & Verkäufer	Was wünscht sich ein <b>Short Put</b> (Verkäufer eines Puts)?	Dass der Kurs <b>NICHT stark fällt</b> – dann verfällt der Put wertlos (engl. <i>expires worthless</i>) und die Prämie bleibt ihm.	positionen
Optionshandel Grundlagen::Preis & Griechen	Aus welchen zwei Bausteinen besteht die <b>Prämie</b> (engl. <i>Premium</i>)?	<b>Prämie = Innerer Wert + Zeitwert</b><br><br>• Innerer Wert (engl. <i>intrinsic value</i>) = schon „echtes Geld“ wert (nur bei ITM).<br>• Zeitwert (engl. <i>time value</i>) = Aufschlag für Restlaufzeit &amp; Unsicherheit; schmilzt bis zum Verfall auf null.	preis praemie
Optionshandel Grundlagen::Preis & Griechen	Was ist der <b>innere Wert</b> (engl. <i>Intrinsic Value</i>) einer Option?	Der Teil der Prämie, der schon „echtes Geld“ wert ist – <b>nur bei ITM-Optionen</b> vorhanden.	preis innerer-wert
Optionshandel Grundlagen::Preis & Griechen	Was ist der <b>Zeitwert</b> (engl. <i>Time Value</i> / Extrinsic Value) einer Option?	Der Aufschlag für die <b>verbleibende Zeit und Unsicherheit</b>. Er schmilzt bis zum Verfall auf <b>null</b>.	preis zeitwert
Optionshandel Grundlagen::Preis & Griechen	Was misst <b>Delta</b> (einer der „Griechen“, engl. <i>the Greeks</i>)?	Wie stark sich die Prämie ändert, wenn die Aktie sich um <b>1&nbsp;$</b> bewegt.<br><br>Beispiel: Delta 0,40 → Aktie +1&nbsp;$ → Option ca. <b>+0,40&nbsp;$</b>.<br>🧠 Merkhilfe: „<b>Richtung</b>“.	preis griechen delta
Optionshandel Grundlagen::Preis & Griechen	Delta grob als <b>Wahrscheinlichkeit</b> gelesen – was heißt das?	Delta ist ungefähr die <b>Wahrscheinlichkeit</b>, dass die Option im Geld endet.<br><br>Beispiel: Delta 0,30 → grob 30&nbsp;% Chance, dass sie ITM ausläuft.	preis griechen delta
Optionshandel Grundlagen::Preis & Griechen	Was misst <b>Theta</b>?	Wie viel Wert die Option <b>pro Tag</b> durch Zeitablauf verliert – der <b>Zeitwertverfall</b> (engl. <i>time decay</i>).<br><br>🧠 Merkhilfe: „<b>T</b>ime“.	preis griechen theta
Optionshandel Grundlagen::Preis & Griechen	Was misst <b>Vega</b>?	Wie stark die Prämie auf Änderungen der <b>Volatilität</b> (engl. <i>volatility</i>) reagiert.<br><br>🧠 Merkhilfe: „<b>V</b>olatilität“.	preis griechen vega
Optionshandel Grundlagen::Preis & Griechen	Was misst <b>Gamma</b>?	Wie schnell sich das <b>Delta selbst</b> ändert.<br><br>🧠 Merkhilfe: „<b>Beschleunigung</b>“.	preis griechen gamma
Optionshandel Grundlagen::Preis & Griechen	Warum ist <b>Theta der beste Freund des Stillhalters</b>?	Jeden Tag verliert die Option Zeitwert. Für den <b>Käufer</b> schlecht (Option „schmilzt“), für den <b>Verkäufer</b> gut: Er hat die Prämie kassiert und profitiert vom Wertverlust.	preis griechen theta stillhalter
Optionshandel Grundlagen::Preis & Griechen	Wann beschleunigt sich der <b>Zeitwertverfall</b> (engl. <i>Time Decay</i>) stark?	In den letzten <b>ca. 30 Tagen</b> vor Verfall.<br><br>Deshalb verkaufen Stillhalter oft Optionen mit <b>30–45 Tagen</b> Restlaufzeit (engl. <i>days to expiration, DTE</i>).	preis griechen theta
Optionshandel Grundlagen::Preis & Griechen	Was ist <b>implizite Volatilität (IV)</b> (engl. <i>Implied Volatility</i>)?	Die vom <b>Markt erwartete zukünftige Schwankungsbreite</b> des Kurses.	preis volatilitaet iv
Optionshandel Grundlagen::Preis & Griechen	Wie wirkt <b>hohe IV</b> auf die Prämie?	<b>Hohe IV → hohe Prämien.</b> Für Verkäufer gut (mehr Prämie).<br><b>Niedrige IV → magere Prämien.</b>	preis volatilitaet iv
Optionshandel Grundlagen::Preis & Griechen	Profi-Regel: Wann eröffnet man <b>Stillhaltergeschäfte</b> am besten?	Bei <b>hoher</b> impliziter Volatilität (z.&nbsp;B. nach einem Kursrutsch, wenn die Angst hoch ist). Man verkauft „teure“ Optionen und profitiert, wenn sich der Markt beruhigt.	preis volatilitaet iv strategie
Optionshandel Grundlagen::Strategien	Was ist die Grundidee eines <b>Cash-Secured Put (CSP)</b> (dt. bar gedeckter Put)?	Du verkaufst einen Put auf eine Aktie, die du <b>ohnehin gerne besitzen würdest</b> – nur etwas billiger. Du kassierst sofort die Prämie und hältst das Kaufgeld bereit (<i>cash secured</i>).	strategien csp
Optionshandel Grundlagen::Strategien	CSP-Beispiel: Aktie 52&nbsp;$, du verkaufst einen Put Strike 50&nbsp;$ für 1,50&nbsp;$ Prämie. Die zwei möglichen Ausgänge?	1) Kurs bleibt <b>über 50&nbsp;$</b> → Put verfällt wertlos, du behältst <b>150&nbsp;$</b> Prämie.<br>2) Kurs fällt <b>unter 50&nbsp;$</b> → du kaufst 100 Aktien zu 50&nbsp;$, effektiver Einstand <b>48,50&nbsp;$</b>.<br><br>Beide Ausgänge sind okay.	strategien csp beispiel
Optionshandel Grundlagen::Strategien	CSP: Wie berechnet sich der <b>maximale Gewinn</b> (engl. <i>max profit</i>)?	= die <b>Prämie</b>.<br><br>Beispiel: 1,50&nbsp;$ × 100 = <b>150&nbsp;$</b>.	strategien csp kennzahlen
Optionshandel Grundlagen::Strategien	CSP: Wie berechnet sich der <b>Breakeven</b> (dt. Gewinnschwelle)?	<b>Breakeven = Strike − Prämie</b><br><br>Beispiel: 50&nbsp;$ − 1,50&nbsp;$ = <b>48,50&nbsp;$</b>.	strategien csp kennzahlen
Optionshandel Grundlagen::Strategien	CSP: Wie groß ist der <b>maximale Verlust</b> (engl. <i>max loss</i>)?	(Strike − Prämie) × 100, falls der Kurs auf 0 fällt.<br><br>Beispiel: (50 − 1,50) × 100 = <b>4.850&nbsp;$</b>.<br>⚠️ Das Risiko ist groß – die Aktie könnte theoretisch auf 0 fallen.	strategien csp kennzahlen risiko
Optionshandel Grundlagen::Strategien	Goldene Regel für den <b>Cash-Secured Put</b>?	Verkaufe Puts <b>nur auf Aktien, die du wirklich besitzen willst</b> – und nur so viele, wie du dir tatsächlich leisten kannst zu kaufen.	strategien csp regel
Optionshandel Grundlagen::Strategien	Was ist die Grundidee eines <b>Covered Calls</b> (dt. gedeckter Call)?	Du besitzt bereits <b>100 Aktien</b> und verkaufst darauf einen Call. Du kassierst Prämie und bist bereit, die Aktien zu einem höheren Preis (Strike) zu verkaufen. Der Call ist durch deine Aktien <b>gedeckt</b> (engl. <i>covered</i>).	strategien covered-call
Optionshandel Grundlagen::Strategien	Covered-Call-Beispiel: 100 Aktien zu 50&nbsp;$ gekauft, Call Strike 55&nbsp;$ für 1,50&nbsp;$ verkauft. Die zwei Ausgänge?	1) Kurs <b>unter 55&nbsp;$</b> → Call verfällt wertlos, du behältst Aktien + <b>150&nbsp;$</b> Prämie.<br>2) Kurs <b>über 55&nbsp;$</b> → Aktien werden zu 55&nbsp;$ verkauft; Gewinn = 5&nbsp;$ Kurs + 1,50&nbsp;$ Prämie.	strategien covered-call beispiel
Optionshandel Grundlagen::Strategien	Covered Call: <b>maximaler Gewinn</b> (engl. <i>max profit</i>)?	(Strike − Kaufpreis + Prämie) × 100.<br><br>Beispiel: (55 − 50 + 1,50) × 100 = <b>650&nbsp;$</b>.	strategien covered-call kennzahlen
Optionshandel Grundlagen::Strategien	Was ist der <b>Hauptnachteil</b> eines Covered Calls?	Der Gewinn ist nach oben <b>gedeckelt</b> (engl. <i>capped</i>). Steigt die Aktie stark (z.&nbsp;B. auf 70&nbsp;$), musst du trotzdem zum Strike (55&nbsp;$) verkaufen und verpasst den Rest.	strategien covered-call risiko
Optionshandel Grundlagen::Strategien	Für welche Aktien eignet sich ein <b>Covered Call</b> besonders?	Für <b>ruhige, seitwärts laufende</b> Aktien. Für „Raketen“ (starke Aufwärtstrends) weniger, weil man das Aufwärtspotenzial abschneidet.	strategien covered-call
Optionshandel Grundlagen::Strategien	Was ist <b>„The Wheel“</b> (dt. „das Rad“)?	Ein Kreislauf aus beiden Strategien: <b>1)</b> Cash-Secured Put verkaufen, bis Aktien angedient werden → <b>2)</b> auf diese Aktien Covered Calls verkaufen, bis sie verkauft werden → dann wieder bei 1. In jeder Runde kassierst du Prämien.	strategien wheel
Optionshandel Grundlagen::Strategien	Was ist mit der <b>„zweiten Dividende“</b> gemeint?	Die regelmäßig kassierten <b>Prämien</b> aus dem Verkauf von Optionen (Stillhalten) – ein Zusatzeinkommen zusätzlich zur normalen Dividende (engl. <i>dividend</i>).	strategien wheel eselsbruecke
Optionshandel Grundlagen::IBKR-Umsetzung	Warum ist <b>Interactive Brokers (IBKR)</b> bei Optionshändlern beliebt?	• Günstige Gebühren (engl. <i>fees / commissions</i>)<br>• Weltweiter Zugang (v.&nbsp;a. liquide US-Optionsmärkte)<br>• Professionelle Software<br>• Hohe Sicherheit durch strenge Regulierung	ibkr
Optionshandel Grundlagen::IBKR-Umsetzung	Unterschied <b>Cash-Konto</b> (engl. <i>cash account</i>) und <b>Margin-Konto</b> (engl. <i>margin account</i>)?	<b>Cash-Konto:</b> nur eigenes Geld, konservativ, weniger Strategien.<br><b>Margin-Konto:</b> Handel auf Kreditbasis, nötig für die meisten Optionsstrategien – aber mehr Risiko (Margin Call möglich).	ibkr konto
Optionshandel Grundlagen::IBKR-Umsetzung	Welche drei IBKR-Werkzeuge (Software) gibt es?	<b>Trader Workstation (TWS)</b> – Profi-Desktop.<br><b>Client Portal</b> – Weboberfläche, gut für Einsteiger.<br><b>IBKR Mobile</b> – App fürs Smartphone.	ibkr software
Optionshandel Grundlagen::IBKR-Umsetzung	Warum immer mit <b>Limit-Orders</b> handeln (nie „Market“)?	Optionen haben oft eine <b>breite Geld-Brief-Spanne</b> (engl. <i>bid-ask spread</i>). Bei einer Marktorder bekommst du den ungünstigsten Preis. Mit einer <b>Limit-Order</b> setzt du einen fairen Preis nahe dem Mittelkurs (engl. <i>mid</i>).	ibkr order limit
Optionshandel Grundlagen::IBKR-Umsetzung	Was bedeuten <b>Bid</b>, <b>Ask</b> und <b>Mid</b>?	<b>Bid</b> (dt. Geldkurs) = Preis, zu dem du sofort verkaufen kannst.<br><b>Ask</b> (dt. Briefkurs) = Preis, zu dem du sofort kaufen kannst.<br><b>Mid</b> = Mitte dazwischen – hier solltest du dein Limit ansetzen.	ibkr order
Optionshandel Grundlagen::IBKR-Umsetzung	Grobe Gebühr für eine US-Aktienoption bei IBKR?	Oft rund <b>0,65&nbsp;USD pro Kontrakt</b> (Gebühr = engl. <i>commission</i>; plus kleine Mindestgebühr pro Order). Prüfe die aktuellen Konditionen immer selbst.	ibkr gebuehren
Optionshandel Grundlagen::IBKR-Umsetzung	Warum brauchst du bei IBKR ein <b>Marktdaten-Abo</b> (engl. <i>market data subscription</i>)?	Für <b>Echtzeit-Optionspreise</b> (z.&nbsp;B. OPRA-Daten für US-Optionen). Ohne Abo siehst du oft nur verzögerte Kurse.	ibkr marktdaten
Optionshandel Grundlagen::Verfall & Andienung	Was bedeutet „<b>amerikanischer Typ</b>“ (engl. <i>American style</i>) bei US-Aktienoptionen?	Der Käufer darf <b>jederzeit</b> bis zum Verfall (engl. <i>expiration</i>) ausüben – nicht nur am letzten Tag.	verfall typ
Optionshandel Grundlagen::Verfall & Andienung	Was passiert, wenn die Option <b>wertlos (OTM)</b> ausläuft (engl. <i>expires worthless</i>)?	Du musst <b>nichts tun</b> – die kassierte Prämie ist dein Gewinn.	verfall otm
Optionshandel Grundlagen::Verfall & Andienung	Was passiert, wenn die Option <b>im Geld (ITM)</b> ausläuft?	Du wirst <b>angedient</b> (engl. <i>assigned</i>): Du musst die Aktien liefern (Call) bzw. abnehmen (Put).	verfall itm andienung
Optionshandel Grundlagen::Verfall & Andienung	Was bedeutet eine Position <b>„rollen“</b> (engl. <i>Rolling</i>)?	Du <b>kaufst die laufende Option zurück</b> und verkaufst gleichzeitig eine <b>neue mit späterem Verfall</b> (und ggf. anderem Strike) – um Andienung zu vermeiden oder weiter Prämien zu kassieren.	verfall rollen
Optionshandel Grundlagen::Verfall & Andienung	Wann droht eine <b>vorzeitige Andienung</b> (engl. <i>early assignment</i>) in der Praxis meist?	Meist nur <b>kurz vor Verfall</b> oder rund um <b>Dividendentermine</b> (engl. <i>ex-dividend date</i>).	verfall andienung
Optionshandel Grundlagen::Risikomanagement	Woher kommt laut den Quellen der Erfolg im Optionshandel?	<b>Nicht</b> von der cleversten Strategie, sondern von <b>Disziplin und Risikomanagement</b> (engl. <i>risk management</i>).	risiko grundsatz
Optionshandel Grundlagen::Risikomanagement	Regel: Wie groß sollten <b>Positionen</b> sein (Positionsgröße)?	<b>Klein.</b> Pro Trade nur einen kleinen Bruchteil des Kapitals einsetzen – so verkraftest du auch einen Rückschlag.<br><br>Fachbegriff: <b>Positionsgröße</b> (engl. <i>position sizing</i>).	risiko position
Optionshandel Grundlagen::Risikomanagement	Regel: Auf welche Aktien solltest du <b>Puts verkaufen</b>?	Nur auf <b>Aktien, die du wirklich besitzen willst</b>. Ein Cash-Secured Put ist ein Kaufauftrag mit Bonus.	risiko qualitaet
Optionshandel Grundlagen::Risikomanagement	Regel: Wann nehmen viele Stillhalter <b>Gewinne mit</b>?	Sobald z.&nbsp;B. <b>50&nbsp;% des möglichen Gewinns</b> erreicht sind – sie kaufen die Option zurück (engl. <i>buy to close</i>). Das senkt das Risiko in der Schlussphase.	risiko exit
Optionshandel Grundlagen::Risikomanagement	Warum sollten Anfänger keine <b>nackten (ungedeckten) Calls</b> (engl. <i>naked calls</i>) verkaufen?	Weil das Verlustrisiko theoretisch <b>unbegrenzt</b> ist – der Kurs kann beliebig weit steigen.	risiko naked
Optionshandel Grundlagen::Risikomanagement	Was solltest du vor dem Einsatz von echtem Geld tun?	Zuerst <b>Paper Trading</b> (dt. Demokonto / Übungskonto) nutzen und alle Abläufe üben. Fehler kosten dort nichts.	risiko papertrading
Optionshandel Grundlagen::Risikomanagement	Häufiger Anfängerfehler rund um den <b>Faktor 100</b> (Multiplikator, engl. <i>multiplier</i>)?	Ihn zu vergessen! Immer <b>× 100</b> rechnen: „1,50&nbsp;$ Prämie“ = 150&nbsp;$, „50&nbsp;$ Strike“ = 5.000&nbsp;$ pro Kontrakt.	risiko fehler faktor100
Optionshandel Grundlagen::Risikomanagement	Besserer Ansatz als Optionen zu <b>kaufen</b> und auf schnelle Gewinne zu hoffen?	Als Einsteiger lieber <b>verkaufen</b> (Stillhalter) und <b>Theta</b> (Zeitwertverfall, engl. <i>time decay</i>) für sich arbeiten lassen.	risiko fehler
